stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori
DKI2,102.4,63.0,25.0,27.0,133.0,11.0,133.0,O3,TIDAK SEHAT
DKI2,119.8,73.0,29.0,51.0,151.0,19.0,151.0,O3,TIDAK SEHAT
DKI3,97.4,64.0,29.0,35.0,106.0,20.0,106.0,O3,TIDAK SEHAT
DKI2,86.85,87.0,36.0,48.0,110.0,24.0,110.0,O3,TIDAK SEHAT
DKI2,119.8,68.0,27.0,36.0,147.0,19.0,147.0,O3,TIDAK SEHAT
DKI2,102.4,66.0,27.0,30.0,126.0,16.0,126.0,O3,TIDAK SEHAT
DKI2,119.8,77.0,26.0,25.0,141.0,13.0,141.0,O3,TIDAK SEHAT
DKI2,119.8,72.0,21.0,21.0,194.0,10.0,194.0,O3,TIDAK SEHAT
DKI2,119.8,114.0,26.0,30.0,167.0,17.0,167.0,O3,TIDAK SEHAT
DKI2,119.8,84.0,24.0,30.0,210.0,13.0,210.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,86.0,29.0,48.0,144.0,23.0,144.0,O3,TIDAK SEHAT
DKI2,119.8,65.0,27.0,34.0,211.0,21.0,211.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,115.0,24.0,48.0,212.0,26.0,212.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,82.0,16.0,47.0,214.0,20.0,214.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,86.0,16.0,48.0,200.0,20.0,200.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,111.0,27.0,33.0,187.0,19.0,187.0,O3,TIDAK SEHAT
DKI2,119.8,125.0,24.0,31.0,150.0,17.0,150.0,O3,TIDAK SEHAT
DKI2,125.6,97.0,20.0,36.0,215.0,20.0,215.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,87.0,31.0,33.0,220.0,20.0,220.0,O3,SANGAT TIDAK SEHAT
DKI2,101.4,65.0,34.0,32.0,111.0,21.0,111.0,O3,TIDAK SEHAT
DKI2,119.8,114.0,30.0,31.0,164.0,23.0,164.0,O3,TIDAK SEHAT
DKI2,119.8,89.0,24.0,24.0,199.0,17.0,199.0,O3,TIDAK SEHAT
DKI2,102.4,68.0,26.0,40.0,135.0,23.0,135.0,O3,TIDAK SEHAT
DKI2,93.6,59.0,28.0,46.0,100.0,17.0,100.0,O3,SEDANG
DKI2,119.8,76.0,20.0,44.0,236.0,20.0,236.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,73.0,21.0,41.0,226.0,20.0,226.0,O3,SANGAT TIDAK SEHAT
DKI2,124.8,72.0,21.0,24.0,226.0,17.0,226.0,O3,SANGAT TIDAK SEHAT
DKI2,91.8,108.0,32.0,31.0,116.0,16.0,116.0,O3,TIDAK SEHAT
DKI2,119.8,83.0,21.0,31.0,180.0,15.0,180.0,O3,TIDAK SEHAT
DKI2,119.8,74.0,22.0,34.0,147.0,15.0,147.0,O3,TIDAK SEHAT
DKI2,114.2,79.0,33.0,72.0,115.0,25.0,115.0,O3,TIDAK SEHAT
DKI2,119.8,76.0,27.0,53.0,164.0,31.0,164.0,O3,TIDAK SEHAT
DKI2,119.8,81.0,25.0,38.0,170.0,25.0,170.0,O3,TIDAK SEHAT
DKI2,119.8,66.0,25.0,38.0,173.0,26.0,173.0,O3,TIDAK SEHAT
DKI2,119.8,70.0,27.0,33.0,164.0,17.0,164.0,O3,TIDAK SEHAT
DKI2,125.6,82.0,40.0,27.0,207.0,15.0,207.0,O3,SANGAT TIDAK SEHAT
DKI2,109.6,59.0,31.0,30.0,144.0,15.0,144.0,O3,TIDAK SEHAT
DKI2,119.8,68.0,27.0,37.0,164.0,19.0,164.0,O3,TIDAK SEHAT
DKI2,119.8,88.0,28.0,32.0,196.0,17.0,196.0,O3,TIDAK SEHAT
DKI2,119.8,73.0,25.0,43.0,178.0,23.0,178.0,O3,TIDAK SEHAT
DKI2,119.8,81.0,25.0,24.0,165.0,19.0,165.0,O3,TIDAK SEHAT
DKI2,119.8,89.0,23.0,32.0,146.0,20.0,146.0,O3,TIDAK SEHAT
DKI2,125.6,92.0,24.0,18.0,213.0,9.0,213.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,72.0,23.0,34.0,164.0,23.0,164.0,O3,TIDAK SEHAT
DKI2,114.8,64.0,23.0,31.0,165.0,24.0,165.0,O3,TIDAK SEHAT
DKI2,119.8,108.0,28.0,33.0,140.0,28.0,140.0,O3,TIDAK SEHAT
DKI2,69.44999999999999,67.0,27.0,33.0,89.0,19.0,89.0,O3,SEDANG
DKI3,70.19999999999999,67.0,26.0,34.0,89.0,23.0,89.0,O3,SEDANG
DKI2,61.05,81.0,25.0,28.0,72.0,14.0,81.0,PM10,SEDANG
DKI4,83.0,86.0,25.0,21.0,59.0,15.0,86.0,PM10,SEDANG
DKI2,119.8,83.0,26.0,30.0,164.0,16.0,164.0,O3,TIDAK SEHAT
DKI2,119.8,91.0,22.0,38.0,187.0,17.0,187.0,O3,TIDAK SEHAT
DKI3,71.25,80.0,27.0,32.0,89.0,17.0,89.0,O3,SEDANG
DKI4,133.4,139.0,32.0,40.0,76.0,19.0,139.0,PM10,TIDAK SEHAT
DKI2,86.85,97.0,32.0,70.0,107.0,28.0,107.0,O3,TIDAK SEHAT
DKI2,119.8,86.0,31.0,44.0,140.0,25.0,140.0,O3,TIDAK SEHAT
DKI2,119.8,94.0,31.0,30.0,129.0,23.0,129.0,O3,TIDAK SEHAT
DKI2,74.4,82.0,31.0,30.0,93.0,18.0,93.0,O3,SEDANG
DKI2,119.8,74.0,24.0,38.0,169.0,18.0,169.0,O3,TIDAK SEHAT
DKI2,119.8,79.0,31.0,35.0,201.0,18.0,201.0,O3,SANGAT TIDAK SEHAT
DKI2,103.6,58.0,26.0,36.0,137.0,19.0,137.0,O3,TIDAK SEHAT
DKI2,119.8,72.0,36.0,37.0,141.0,16.0,141.0,O3,TIDAK SEHAT
DKI2,119.8,66.0,22.0,38.0,215.0,24.0,215.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,71.0,26.0,36.0,208.0,20.0,208.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,96.0,21.0,53.0,204.0,34.0,204.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,84.0,30.0,46.0,168.0,22.0,168.0,O3,TIDAK SEHAT
DKI2,119.2,121.0,34.0,34.0,138.0,19.0,138.0,O3,TIDAK SEHAT
DKI2,119.8,91.0,28.0,35.0,155.0,20.0,155.0,O3,TIDAK SEHAT
DKI2,125.6,83.0,28.0,37.0,216.0,23.0,216.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,94.0,34.0,37.0,209.0,22.0,209.0,O3,SANGAT TIDAK SEHAT
DKI3,74.4,85.0,25.0,22.0,93.0,16.0,93.0,O3,SEDANG
DKI4,76.94999999999999,95.0,25.0,20.0,69.0,11.0,95.0,PM10,SEDANG
DKI4,77.25,92.0,32.0,19.0,87.0,20.0,92.0,PM10,SEDANG
DKI4,79.19999999999999,95.0,35.0,25.0,85.0,17.0,95.0,PM10,SEDANG
DKI4,97.05,120.0,30.0,34.0,107.0,23.0,120.0,PM10,TIDAK SEHAT
DKI2,114.2,96.0,24.0,31.0,123.0,14.0,123.0,O3,TIDAK SEHAT
DKI2,78.30000000000001,94.0,31.0,28.0,96.0,12.0,96.0,O3,SEDANG
DKI2,119.8,105.0,24.0,27.0,187.0,16.0,187.0,O3,TIDAK SEHAT
DKI3,60.6,79.0,27.0,28.0,80.0,14.0,80.0,O3,SEDANG
DKI4,58.05,72.0,27.0,23.0,72.0,15.0,72.0,PM10,SEDANG
DKI2,74.85,80.0,30.0,30.0,98.0,29.0,98.0,O3,SEDANG
DKI3,119.8,113.0,31.0,35.0,135.0,28.0,135.0,O3,TIDAK SEHAT
DKI3,88.05000000000001,107.0,34.0,32.0,115.0,26.0,115.0,O3,TIDAK SEHAT
DKI4,79.05000000000001,98.0,29.0,29.0,87.0,16.0,98.0,PM10,SEDANG
DKI4,84.2,88.0,25.0,19.0,81.0,17.0,88.0,PM10,SEDANG
DKI4,108.6,134.0,28.0,30.0,80.0,19.0,134.0,PM10,TIDAK SEHAT
DKI4,88.80000000000001,106.0,31.0,33.0,72.0,17.0,106.0,PM10,TIDAK SEHAT
DKI3,76.35,85.0,26.0,40.0,98.0,23.0,98.0,O3,SEDANG
DKI4,72.6,86.0,29.0,36.0,82.0,22.0,86.0,PM10,SEDANG
DKI4,82.19999999999999,97.0,30.0,35.0,77.0,19.0,97.0,PM10,SEDANG
DKI4,100.8,127.0,20.0,23.0,101.0,18.0,127.0,PM10,TIDAK SEHAT
DKI4,105.6,140.0,19.0,34.0,112.0,17.0,140.0,PM10,TIDAK SEHAT
DKI3,118.4,114.0,18.0,43.0,125.0,33.0,125.0,O3,TIDAK SEHAT
DKI3,118.4,116.0,23.0,37.0,119.0,25.0,119.0,O3,TIDAK SEHAT
DKI4,87.15,105.0,27.0,33.0,88.0,27.0,105.0,PM10,TIDAK SEHAT
DKI2,119.8,86.0,31.0,33.0,131.0,20.0,131.0,O3,TIDAK SEHAT
DKI4,116.8,106.0,27.0,44.0,130.0,30.0,130.0,O3,TIDAK SEHAT
DKI1,119.8,107.0,25.0,41.0,147.0,29.0,147.0,O3,TIDAK SEHAT
DKI4,124.2,145.0,28.0,36.0,84.0,21.0,145.0,PM10,TIDAK SEHAT
DKI4,91.95,118.0,27.0,37.0,92.0,28.0,118.0,PM10,TIDAK SEHAT
DKI2,107.8,72.0,23.0,32.0,126.0,25.0,126.0,O3,TIDAK SEHAT
DKI2,103.6,76.0,21.0,32.0,128.0,30.0,128.0,O3,TIDAK SEHAT
DKI3,88.80000000000001,110.0,33.0,53.0,113.0,28.0,113.0,O3,TIDAK SEHAT
DKI1,60.900000000000006,77.0,28.0,35.0,77.0,18.0,77.0,PM10,SEDANG
DKI3,101.4,73.0,24.0,28.0,113.0,19.0,113.0,O3,TIDAK SEHAT
DKI4,93.3,120.0,17.0,19.0,87.0,16.0,120.0,PM10,TIDAK SEHAT
DKI4,119.8,106.0,26.0,38.0,151.0,28.0,151.0,O3,TIDAK SEHAT
DKI3,119.8,125.0,28.0,36.0,141.0,29.0,141.0,O3,TIDAK SEHAT
DKI2,129.0,107.0,29.0,34.0,290.0,25.0,290.0,O3,SANGAT TIDAK SEHAT
DKI2,158.4,138.0,30.0,35.0,283.0,32.0,283.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,114.0,40.0,37.0,276.0,29.0,276.0,O3,SANGAT TIDAK SEHAT
DKI2,148.2,148.0,28.0,36.0,288.0,26.0,288.0,O3,SANGAT TIDAK SEHAT
DKI2,115.4,150.0,22.0,24.0,234.0,16.0,234.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,107.0,21.0,33.0,215.0,20.0,215.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,107.0,24.0,36.0,221.0,21.0,221.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,123.0,27.0,36.0,236.0,25.0,236.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,103.0,33.0,40.0,244.0,35.0,244.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,81.0,25.0,37.0,216.0,20.0,216.0,O3,SANGAT TIDAK SEHAT
DKI4,82.65,101.0,26.0,27.0,72.0,15.0,101.0,PM10,TIDAK SEHAT
DKI4,133.4,139.0,25.0,16.0,73.0,15.0,139.0,PM10,TIDAK SEHAT
DKI4,105.6,136.0,26.0,38.0,106.0,19.0,136.0,PM10,TIDAK SEHAT
DKI3,119.8,97.0,23.0,36.0,146.0,25.0,146.0,O3,TIDAK SEHAT
DKI3,110.8,83.0,25.0,34.0,125.0,24.0,125.0,O3,TIDAK SEHAT
DKI4,99.6,171.0,31.0,32.0,71.0,26.0,171.0,PM10,TIDAK SEHAT
DKI4,121.4,140.0,33.0,31.0,61.0,22.0,140.0,PM10,TIDAK SEHAT
DKI4,94.95,114.0,32.0,22.0,97.0,17.0,114.0,PM10,TIDAK SEHAT
DKI4,94.95,121.0,27.0,22.0,86.0,26.0,121.0,PM10,TIDAK SEHAT
DKI4,101.55,132.0,25.0,37.0,95.0,20.0,132.0,PM10,TIDAK SEHAT
DKI4,82.19999999999999,97.0,22.0,33.0,82.0,24.0,97.0,PM10,SEDANG
DKI4,75.9,94.0,23.0,29.0,68.0,22.0,94.0,PM10,SEDANG
DKI4,81.44999999999999,99.0,27.0,24.0,73.0,16.0,99.0,PM10,SEDANG
DKI4,79.05000000000001,98.0,23.0,20.0,78.0,15.0,98.0,PM10,SEDANG
DKI4,99.6,166.0,22.0,25.0,82.0,15.0,166.0,PM10,TIDAK SEHAT
DKI4,87.6,109.0,21.0,27.0,73.0,11.0,109.0,PM10,TIDAK SEHAT
DKI3,74.8,65.0,19.0,10.0,78.0,14.0,78.0,O3,SEDANG
DKI3,77.4,72.0,23.0,25.0,78.0,11.0,78.0,O3,SEDANG
DKI1,69.9,75.0,21.0,13.0,88.0,16.0,88.0,O3,SEDANG
DKI3,110.8,85.0,22.0,18.0,125.0,13.0,125.0,O3,TIDAK SEHAT
DKI3,77.1,89.0,29.0,16.0,99.0,15.0,99.0,O3,SEDANG
DKI3,97.2,73.0,23.0,14.0,104.0,16.0,104.0,O3,TIDAK SEHAT
DKI4,77.69999999999999,95.0,24.0,17.0,91.0,11.0,95.0,PM10,SEDANG
DKI4,73.80000000000001,78.0,23.0,30.0,94.0,21.0,94.0,O3,SEDANG
DKI4,97.8,128.0,45.0,33.0,115.0,20.0,128.0,PM10,TIDAK SEHAT
DKI3,98.2,77.0,22.0,33.0,103.0,23.0,103.0,O3,TIDAK SEHAT
DKI4,121.4,149.0,27.0,30.0,83.0,20.0,149.0,PM10,TIDAK SEHAT
DKI4,88.94999999999999,106.0,28.0,27.0,90.0,18.0,106.0,PM10,TIDAK SEHAT
DKI3,74.4,77.0,31.0,25.0,99.0,19.0,99.0,O3,SEDANG
DKI4,123.4,128.0,40.0,25.0,127.0,20.0,128.0,PM10,TIDAK SEHAT
DKI3,73.80000000000001,77.0,26.0,32.0,97.0,20.0,97.0,O3,SEDANG
DKI3,74.4,82.0,33.0,29.0,89.0,22.0,89.0,O3,SEDANG
DKI2,99.4,71.0,29.0,33.0,112.0,26.0,112.0,O3,TIDAK SEHAT
DKI2,110.8,84.0,27.0,31.0,124.0,20.0,124.0,O3,TIDAK SEHAT
DKI3,101.4,78.0,26.0,31.0,109.0,21.0,109.0,O3,TIDAK SEHAT
DKI1,59.25,74.0,25.0,27.0,65.0,19.0,74.0,PM10,SEDANG
DKI1,73.05000000000001,71.0,24.0,18.0,96.0,21.0,96.0,O3,SEDANG
DKI3,104.6,71.0,23.0,35.0,122.0,20.0,122.0,O3,TIDAK SEHAT
DKI3,119.8,78.0,27.0,34.0,175.0,26.0,175.0,O3,TIDAK SEHAT
DKI3,119.8,82.0,31.0,49.0,167.0,21.0,167.0,O3,TIDAK SEHAT
DKI3,62.85,70.0,30.0,29.0,79.0,27.0,79.0,O3,SEDANG
DKI3,119.2,84.0,37.0,28.0,144.0,25.0,144.0,O3,TIDAK SEHAT
DKI2,125.6,131.0,54.0,27.0,218.0,29.0,218.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,111.0,15.0,25.0,219.0,23.0,219.0,O3,SANGAT TIDAK SEHAT
DKI2,108.2,178.0,20.0,38.0,224.0,19.0,224.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,100.0,22.0,36.0,244.0,20.0,244.0,O3,SANGAT TIDAK SEHAT
DKI4,82.19999999999999,101.0,33.0,34.0,89.0,18.0,101.0,PM10,TIDAK SEHAT
DKI2,119.8,71.0,24.0,31.0,216.0,15.0,216.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,79.0,27.0,34.0,258.0,27.0,258.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,110.0,31.0,45.0,193.0,20.0,193.0,O3,TIDAK SEHAT
DKI2,119.8,102.0,22.0,21.0,176.0,17.0,176.0,O3,TIDAK SEHAT
DKI2,129.0,81.0,26.0,34.0,245.0,20.0,245.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,77.0,26.0,37.0,238.0,20.0,238.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,86.0,31.0,35.0,221.0,23.0,221.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,65.0,26.0,32.0,222.0,25.0,222.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,74.0,33.0,31.0,146.0,22.0,146.0,O3,TIDAK SEHAT
DKI2,125.6,109.0,38.0,52.0,210.0,27.0,210.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,89.0,32.0,52.0,215.0,18.0,215.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,98.0,27.0,47.0,219.0,15.0,219.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,92.0,31.0,34.0,295.0,17.0,295.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,96.0,30.0,69.0,236.0,22.0,236.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,76.0,27.0,44.0,201.0,27.0,201.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,65.0,25.0,47.0,238.0,18.0,238.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,66.0,28.0,54.0,212.0,20.0,212.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,62.0,26.0,27.0,210.0,16.0,210.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,83.0,27.0,37.0,238.0,20.0,238.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,92.0,34.0,52.0,205.0,19.0,205.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,69.0,30.0,32.0,288.0,22.0,288.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,74.0,27.0,31.0,261.0,19.0,261.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,69.0,31.0,29.0,266.0,20.0,266.0,O3,SANGAT TIDAK SEHAT
DKI2,116.8,109.0,35.0,55.0,129.0,18.0,129.0,O3,TIDAK SEHAT
DKI2,129.0,93.0,27.0,46.0,235.0,10.0,235.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,139.0,32.0,63.0,228.0,21.0,228.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,92.0,29.0,42.0,257.0,17.0,257.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,116.0,35.0,52.0,275.0,17.0,275.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,111.0,29.0,41.0,249.0,15.0,249.0,O3,SANGAT TIDAK SEHAT
DKI3,129.0,86.0,29.0,40.0,274.0,25.0,274.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,95.0,27.0,106.0,264.0,22.0,264.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,76.0,29.0,62.0,244.0,11.0,244.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,62.0,25.0,36.0,254.0,18.0,254.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,77.0,30.0,41.0,225.0,23.0,225.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,109.0,33.0,48.0,157.0,19.0,157.0,O3,TIDAK SEHAT
DKI2,125.6,81.0,28.0,33.0,229.0,21.0,229.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,115.0,24.0,80.0,247.0,17.0,247.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,69.0,24.0,55.0,241.0,13.0,241.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,75.0,22.0,73.0,243.0,14.0,243.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,84.0,28.0,67.0,231.0,16.0,231.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,68.0,29.0,58.0,268.0,14.0,268.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,72.0,31.0,42.0,278.0,21.0,278.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,98.0,31.0,51.0,276.0,23.0,276.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,85.0,35.0,72.0,270.0,24.0,270.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,87.0,28.0,61.0,282.0,24.0,282.0,O3,SANGAT TIDAK SEHAT
DKI2,150.8,85.0,29.0,72.0,314.0,20.0,314.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,79.0,29.0,78.0,297.0,27.0,297.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,67.0,30.0,47.0,270.0,22.0,270.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,80.0,33.0,65.0,243.0,28.0,243.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,62.0,30.0,42.0,287.0,20.0,287.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,53.0,26.0,31.0,264.0,15.0,264.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,65.0,30.0,118.0,271.0,25.0,271.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,60.0,25.0,28.0,267.0,22.0,267.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,59.0,27.0,39.0,246.0,22.0,246.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,62.0,26.0,40.0,270.0,18.0,270.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,93.0,34.0,83.0,279.0,23.0,279.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,73.0,30.0,134.0,261.0,17.0,261.0,O3,SANGAT TIDAK SEHAT
DKI4,85.65,83.0,29.0,78.0,105.0,19.0,105.0,O3,TIDAK SEHAT
DKI2,129.0,79.0,30.0,29.0,266.0,20.0,266.0,O3,SANGAT TIDAK SEHAT
DKI1,45.900000000000006,47.0,23.0,17.0,57.0,12.0,57.0,O3,SEDANG
DKI2,119.8,51.0,30.0,35.0,221.0,22.0,221.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,58.0,30.0,43.0,261.0,19.0,261.0,O3,SANGAT TIDAK SEHAT
DKI2,116.8,75.0,32.0,73.0,154.0,27.0,154.0,O3,TIDAK SEHAT
DKI2,119.8,71.0,30.0,48.0,185.0,18.0,185.0,O3,TIDAK SEHAT
DKI2,119.8,69.0,33.0,40.0,203.0,22.0,203.0,O3,SANGAT TIDAK SEHAT
DKI2,114.8,53.0,30.0,31.0,200.0,18.0,200.0,O3,SANGAT TIDAK SEHAT
DKI2,129.0,62.0,36.0,38.0,238.0,18.0,238.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,58.0,34.0,40.0,203.0,18.0,203.0,O3,SANGAT TIDAK SEHAT
DKI2,125.6,84.0,37.0,52.0,215.0,18.0,215.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,62.0,30.0,47.0,227.0,16.0,227.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,69.0,32.0,49.0,218.0,22.0,218.0,O3,SANGAT TIDAK SEHAT
DKI2,110.0,76.0,30.0,76.0,137.0,22.0,137.0,O3,TIDAK SEHAT
DKI2,102.6,59.0,30.0,61.0,106.0,18.0,106.0,O3,TIDAK SEHAT
DKI2,119.8,66.0,26.0,85.0,222.0,15.0,222.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,52.0,27.0,58.0,212.0,14.0,212.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,46.0,31.0,64.0,202.0,16.0,202.0,O3,SANGAT TIDAK SEHAT
DKI5,119.8,57.0,39.0,35.0,197.0,11.0,197.0,O3,TIDAK SEHAT
DKI2,124.8,63.0,34.0,37.0,219.0,21.0,219.0,O3,SANGAT TIDAK SEHAT
DKI4,119.8,74.0,13.0,58.0,221.0,19.0,221.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,57.0,9.0,26.0,210.0,14.0,210.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,58.0,7.0,38.0,228.0,16.0,228.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,60.0,4.0,28.0,229.0,16.0,229.0,O3,SANGAT TIDAK SEHAT
DKI3,119.8,70.0,13.0,31.0,209.0,19.0,209.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,72.0,16.0,33.0,163.0,19.0,163.0,O3,TIDAK SEHAT
DKI2,102.4,64.0,6.0,39.0,135.0,24.0,135.0,O3,TIDAK SEHAT
DKI2,119.8,68.0,7.0,42.0,223.0,30.0,223.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,63.0,5.0,61.0,214.0,17.0,214.0,O3,SANGAT TIDAK SEHAT
DKI2,114.8,59.0,8.0,20.0,215.0,18.0,215.0,O3,SANGAT TIDAK SEHAT
DKI2,101.0,53.0,7.0,32.0,124.0,20.0,124.0,O3,TIDAK SEHAT
DKI2,93.4,49.0,8.0,39.0,107.0,19.0,107.0,O3,TIDAK SEHAT
DKI2,116.8,65.0,6.0,51.0,168.0,18.0,168.0,O3,TIDAK SEHAT
DKI2,112.4,66.0,12.0,33.0,155.0,20.0,155.0,O3,TIDAK SEHAT
DKI2,114.8,55.0,9.0,29.0,185.0,14.0,185.0,O3,TIDAK SEHAT
DKI2,119.8,52.0,2.0,39.0,217.0,12.0,217.0,O3,SANGAT TIDAK SEHAT
DKI2,114.8,43.0,4.0,35.0,209.0,13.0,209.0,O3,SANGAT TIDAK SEHAT
DKI2,114.8,53.0,9.0,21.0,178.0,13.0,178.0,O3,TIDAK SEHAT
DKI2,114.8,45.0,4.0,20.0,192.0,10.0,192.0,O3,TIDAK SEHAT
DKI2,114.8,38.0,3.0,31.0,205.0,16.0,205.0,O3,SANGAT TIDAK SEHAT
DKI2,119.8,45.0,6.0,30.0,218.0,12.0,218.0,O3,SANGAT TIDAK SEHAT
DKI2,114.8,47.0,4.0,23.0,210.0,11.0,210.0,O3,SANGAT TIDAK SEHAT
DKI2,114.8,40.0,4.0,26.0,215.0,14.0,215.0,O3,SANGAT TIDAK SEHAT
DKI2,114.8,38.0,4.0,20.0,215.0,10.0,215.0,O3,SANGAT TIDAK SEHAT
DKI2,103.6,36.0,2.0,15.0,153.0,7.0,153.0,O3,TIDAK SEHAT
DKI3,61.2,52.0,17.0,51.0,76.0,7.0,76.0,O3,SEDANG
DKI1,47.0,35.0,15.0,15.0,47.0,11.0,47.0,O3,BAIK
DKI1,33.6,41.0,16.0,35.0,31.0,15.0,41.0,PM10,BAIK
DKI3,76.8,53.0,17.0,19.0,77.0,11.0,77.0,O3,SEDANG
DKI3,49.650000000000006,59.0,12.0,21.0,61.0,12.0,61.0,O3,SEDANG
DKI3,92.6,57.0,11.0,30.0,94.0,19.0,94.0,O3,SEDANG
DKI3,54.3,57.0,17.0,28.0,67.0,19.0,67.0,O3,SEDANG
DKI3,58.35,70.0,22.0,37.0,69.0,16.0,70.0,PM10,SEDANG
DKI3,60.900000000000006,74.0,20.0,35.0,78.0,18.0,78.0,O3,SEDANG
DKI3,87.0,55.0,19.0,21.0,89.0,13.0,89.0,O3,SEDANG
DKI3,51.0,52.0,18.0,24.0,63.0,12.0,63.0,O3,SEDANG
DKI4,51.75,60.0,20.0,28.0,58.0,15.0,60.0,PM10,SEDANG
DKI3,58.5,71.0,16.0,28.0,73.0,18.0,73.0,O3,SEDANG
DKI3,56.400000000000006,70.0,15.0,24.0,55.0,17.0,70.0,PM10,SEDANG
DKI3,73.19999999999999,90.0,15.0,26.0,58.0,17.0,90.0,PM10,SEDANG
DKI4,52.4,66.0,13.0,16.0,22.0,8.0,66.0,PM10,SEDANG
DKI4,51.0,67.0,14.0,20.0,46.0,13.0,67.0,PM10,SEDANG
DKI3,70.0,80.0,12.0,31.0,48.0,17.0,80.0,PM10,SEDANG
DKI3,56.400000000000006,42.0,13.0,70.0,48.0,16.0,70.0,CO,SEDANG
DKI1,46.4,49.0,16.0,26.0,44.0,16.0,49.0,PM10,BAIK
